,id,listing_url,last_scraped,source,name,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month
9020,828092897899521161,https://www.airbnb.com/rooms/828092897899521161,2025-06-20,city scrape,Stadtflucht Homes Penthouse 5.2.2,501025957,https://www.airbnb.com/users/show/501025957,Olaf,2023-02-14,,within an hour,100%,94%,t,,5.0,5.0,"['email', 'phone']",t,t,,Brunnenstr. Nord,Mitte,52.54458307686846,13.36703259973184,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Wifi"", ""Free street parking"", ""Washer"", ""Central heating"", ""Cooking basics"", ""Elevator"", ""Paid street parking off premises"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Hangers"", ""Fire extinguisher"", ""Clothing storage"", ""Stainless steel oven"", ""Essentials"", ""Pets allowed"", ""Host greets you"", ""Hair dryer"", ""Coffee maker"", ""Room-darkening shades"", ""Toaster"", ""Dishwasher"", ""Blender""]",$199.00,1,1125,1.9,252.7,14,27,56,325,48,255,50745.0,4.9,4.98,4.75,4.79,1.87
9031,830831116747002652,https://www.airbnb.com/rooms/830831116747002652,2025-06-20,city scrape,1908 Classic Berlin Loft- City West top Lage,36022314,https://www.airbnb.com/users/show/36022314,Lina,2015-06-17,Germany,within an hour,100%,100%,t,,1.0,1.0,"['email', 'phone']",t,t,,Kantstraße,Charlottenburg-Wilm.,52.50739127303365,13.3035471662879,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Cleaning products"", ""Free street parking"", ""Garden view"", ""Laundromat nearby"", ""Hot water"", ""High chair - available upon request"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Lockbox"", ""Pack \u2019n play/Travel crib - available upon request"", ""Baking sheet"", ""Paid street parking off premises"", ""Self check-in"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Baby bath - available upon request"", ""Bed linens"", ""HDTV"", ""Single level home"", ""Google Nest Bluetooth sound system"", ""Long term stays allowed"", ""Mosquito net"", ""Changing table - available upon request"", ""Hangers"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Crib - available upon request"", ""Portable fans"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Miele single oven"", ""Fast wifi \u2013 105 Mbps"", ""Coffee"", ""Extra pillows and blankets"", ""Hair dryer"", ""Dishwasher"", ""Exercise equipment: free weights, yoga mat"", ""AEG induction stove"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Clothing storage: dresser"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Blender"", ""Kitchen"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",$134.00,5,1125,5.0,1125.0,8,19,22,115,29,164,21976.0,5.0,5.0,4.79,4.83,1.25
9038,831225104068810473,https://www.airbnb.com/rooms/831225104068810473,2025-06-21,city scrape,Bright studio in Mitte w piano,164692592,https://www.airbnb.com/users/show/164692592,Nuoya,2017-12-28,"New York, NY",within a few hours,100%,60%,t,,3.0,4.0,"['email', 'phone']",t,t,,Brunnenstr. Süd,Mitte,52.53252811237576,13.384403657246354,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,0.0,"[""Cleaning products"", ""Wifi"", ""Hot water"", ""Washer"", ""TV"", ""Freezer"", ""Stainless steel single oven"", ""Cooking basics"", ""Electric stove"", ""Patio or balcony"", ""Elevator"", ""Bathtub"", ""Shower gel"", ""Carbon monoxide alarm"", ""First aid kit"", ""Rice maker"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Trash compactor"", ""Body soap"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Paid parking on premises"", ""Radiant heating"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Cleaning available during stay"", ""Essentials"", ""Books and reading material"", ""Coffee"", ""Conditioner"", ""Extra pillows and blankets"", ""Piano"", ""Hair dryer"", ""Dishwasher"", ""Dining table"", ""Room-darkening shades"", ""Dedicated workspace"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",$64.00,92,92,92.0,92.0,27,57,87,177,1,0,0.0,5.0,5.0,5.0,5.0,0.07
9040,831776151887683397,https://www.airbnb.com/rooms/831776151887683397,2025-06-21,previous scrape,"Berlin private room in the best Kiez, Kreuzkölln",502124798,https://www.airbnb.com/users/show/502124798,Running The,2023-02-21,,within an hour,100%,100%,t,,2.0,3.0,"['email', 'phone']",t,t,"Berlin, Germany",Reuterstraße,Neukölln,52.4897781,13.424556,Private room in rental unit,Private room,2,,1.5 shared baths,,,"[""Wifi"", ""Oven"", ""Washer"", ""Freezer"", ""Cooking basics"", ""Sound system"", ""Free parking on premises"", ""Baking sheet"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Hangers"", ""Paid parking on premises"", ""Fire extinguisher"", ""Clothing storage"", ""Microwave"", ""Hot water kettle"", ""Essentials"", ""Books and reading material"", ""Stove"", ""Extra pillows and blankets"", ""Coffee maker"", ""Heating"", ""Room-darkening shades"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware""]",,3,10,3.0,10.0,0,0,0,0,28,88,,4.86,4.79,4.79,4.75,1.0
9042,832519221151778350,https://www.airbnb.com/rooms/832519221151778350,2025-06-20,city scrape,"Rockchair | ML 1.2 Pre-Listing* Super Flat, Balkon",14117635,https://www.airbnb.com/users/show/14117635,Sören,2014-04-10,,within an hour,100%,97%,t,Wilmersdorf,12.0,13.0,"['email', 'phone']",t,t,"Berlin, Germany",Schmargendorf,Charlottenburg-Wilm.,52.4803107,13.2988114,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,4.0,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Outdoor playground"", ""Free street parking"", ""Laundromat nearby"", ""Hot water"", ""Smart lock"", ""Freezer"", ""City skyline view"", ""Central heating"", ""Cooking basics"", ""Outdoor furniture"", ""Pack \u2019n play/Travel crib - available upon request"", ""Free dryer \u2013 In building"", ""Bosch refrigerator"", ""Bosch stainless steel electric stove"", ""Baking sheet"", ""Bathtub"", ""Elevator"", ""Shower gel"", ""First aid kit"", ""Free washer \u2013 In building"", ""Self check-in"", ""Smoke alarm"", ""Bed linens"", ""Single level home"", ""Ethernet connection"", ""Crib"", ""Body soap"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Shared backyard \u2013 Not fully fenced"", ""Microwave"", ""Hot water kettle"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Essentials"", ""Private entrance"", ""Folding or convertible high chair - available upon request"", ""Courtyard view"", ""Conditioner"", ""42 inch HDTV with premium cable"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Dishwasher"", ""Coffee maker"", ""Bosch stainless steel single oven"", ""Mini fridge"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Outdoor dining area"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Dishes and silverware""]",$99.00,92,365,92.0,365.0,8,38,68,343,0,0,0.0,,,,,
9044,832549972553487852,https://www.airbnb.com/rooms/832549972553487852,2025-06-20,city scrape,Rockchair | ML 2.2 Pre-Listing* Super Flat,14117635,https://www.airbnb.com/users/show/14117635,Sören,2014-04-10,,within an hour,100%,97%,t,Wilmersdorf,12.0,13.0,"['email', 'phone']",t,t,"Berlin, Germany",Schmargendorf,Charlottenburg-Wilm.,52.4803107,13.2988114,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,4.0,"[""Iron"", ""Cleaning products"", ""Wifi"", ""Outdoor playground"", ""Free street parking"", ""Oven"", ""Laundromat nearby"", ""Hot water"", ""Washer"", ""Dryer"", ""TV"", ""Freezer"", ""Smart lock"", ""Cooking basics"", ""Outdoor furniture"", ""Patio or balcony"", ""Elevator"", ""Baking sheet"", ""Self check-in"", ""Bathtub"", ""Pack \u2019n play/Travel crib"", ""Shower gel"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""High chair"", ""Single level home"", ""Ethernet connection"", ""Body soap"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Clothing storage"", ""Microwave"", ""Backyard"", ""Hot water kettle"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Essentials"", ""Private entrance"", ""Stove"", ""Conditioner"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Mini fridge"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$95.00,92,365,92.0,365.0,8,38,68,343,0,0,0.0,,,,,
9046,833080845940201182,https://www.airbnb.com/rooms/833080845940201182,2025-06-21,city scrape,bright room in artistic flat,368264,https://www.airbnb.com/users/show/368264,Caroline,2011-01-30,"Berlin, Germany",within an hour,100%,100%,t,Neukölln,3.0,8.0,"['email', 'phone', 'work_email']",t,t,,Volkspark Wilmersdorf,Charlottenburg-Wilm.,52.49134,13.33362,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Iron"", ""Wifi"", ""Free street parking"", ""Oven"", ""Washer"", ""Hot water"", ""Dryer"", ""Freezer"", ""Cooking basics"", ""Baking sheet"", ""Bathtub"", ""First aid kit"", ""Smoke alarm"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Refrigerator"", ""Bed linens"", ""Hangers"", ""Fire extinguisher"", ""Clothing storage"", ""Coffee maker: espresso machine"", ""Hot water kettle"", ""Essentials"", ""Pets allowed"", ""Extra pillows and blankets"", ""Host greets you"", ""Hair dryer"", ""Heating"", ""Room-darkening shades"", ""Dedicated workspace"", ""Blender"", ""Kitchen"", ""Dishes and silverware""]",$54.00,1,60,1.0,1125.0,17,47,76,94,107,255,13770.0,4.83,4.8,4.82,4.77,5.59
9051,833802280397854524,https://www.airbnb.com/rooms/833802280397854524,2025-06-20,city scrape,Dachgeschosswohnung im Grünen,502567570,https://www.airbnb.com/users/show/502567570,Laura,2023-02-24,"Berlin, Germany",within a few hours,100%,65%,t,,1.0,2.0,"['email', 'phone']",t,t,"Berlin, Germany",Osloer Straße,Mitte,52.55996,13.38395,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Private patio or balcony"", ""Wifi"", ""Canal view"", ""Garden view"", ""Hot water"", ""Washer"", ""Central heating"", ""Sun loungers"", ""Cooking basics"", ""Electric stove"", ""Baking sheet"", ""Bathtub"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Long term stays allowed"", ""Single oven"", ""Smoking allowed"", ""Hangers"", ""Coffee maker: french press, pour-over coffee"", ""Microwave"", ""Clothing storage: wardrobe and dresser"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Pets allowed"", ""Courtyard view"", ""Host greets you"", ""Hair dryer"", ""Dishwasher"", ""BBQ grill"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$68.00,85,365,81.3,365.0,0,0,0,107,40,255,17340.0,4.9,4.65,4.63,4.78,1.7
9053,833879995458202391,https://www.airbnb.com/rooms/833879995458202391,2025-06-20,city scrape,Cozy home in Berlin-Lichtenberg - 2nd Floor,502580691,https://www.airbnb.com/users/show/502580691,Johanna,2023-02-24,,within an hour,100%,88%,t,,2.0,2.0,"['email', 'phone']",f,t,"Berlin, Germany",Alt-Lichtenberg,Lichtenberg,52.5123902,13.4979394,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Iron"", ""Cleaning products"", ""Wifi"", ""Free street parking"", ""Oven"", ""Hot water"", ""TV"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Baking sheet"", ""Bathtub"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Hot water kettle"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Essentials"", ""Free washer"", ""Private entrance"", ""Pets allowed"", ""Coffee"", ""Baby bath"", ""Hair dryer"", ""Dishwasher"", ""Induction stove"", ""Coffee maker"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Air conditioning"", ""Dedicated workspace"", ""Blender"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Dishes and silverware""]",$58.00,28,1125,26.7,1125.0,0,1,11,236,19,255,14790.0,4.84,4.89,4.63,4.79,0.86
9059,835890784607383035,https://www.airbnb.com/rooms/835890784607383035,2025-06-20,city scrape,Apartment zur Alleinbenutzung,503004310,https://www.airbnb.com/users/show/503004310,Roman,2023-02-27,,within an hour,100%,100%,t,,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Drakestr.,Steglitz - Zehlendorf,52.4328,13.31102,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Cleaning products"", ""Wifi"", ""Oven"", ""Children\u2019s books and toys"", ""Hot water"", ""Washer"", ""TV"", ""Freezer"", ""Cooking basics"", ""Sound system"", ""Patio or balcony"", ""Free parking on premises"", ""Smoke alarm"", ""Refrigerator"", ""Hangers"", ""Nivea body soap"", ""Kitchen"", ""Microwave"", ""Backyard"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Books and reading material"", ""Stove"", ""Coffee"", ""Courtyard view"", ""Extra pillows and blankets"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Head Shoulders shampoo"", ""Toaster"", ""Dedicated workspace"", ""Outdoor dining area"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Dishes and silverware""]",$90.00,1,1125,1.0,1125.0,4,15,28,282,92,255,22950.0,4.84,4.86,4.72,4.66,3.32
9065,837088446485239258,https://www.airbnb.com/rooms/837088446485239258,2025-06-20,city scrape,Cozy room in newbuilt apartment close to center,45045759,https://www.airbnb.com/users/show/45045759,Tammy,2015-09-25,"Berlin, Germany",within a few hours,100%,96%,t,,2.0,3.0,"['email', 'phone']",t,t,,Blankenburg/Heinersdorf/Märchenland,Pankow,52.561427248025154,13.43084224419697,Private room in condo,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Cleaning products"", ""Wifi"", ""Free street parking"", ""Oven"", ""Hot water"", ""Washer"", ""Lock on bedroom door"", ""Cooking basics"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Body soap"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Clothing storage"", ""Microwave"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Stove"", ""Pets allowed"", ""Shared patio or balcony"", ""Conditioner"", ""Extra pillows and blankets"", ""Host greets you"", ""Hair dryer"", ""Heating"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Dishwasher"", ""Kitchen"", ""Dishes and silverware""]",$94.00,1,7,1.0,7.0,18,48,78,78,65,255,23970.0,4.94,4.91,4.69,4.8,2.48
9066,837594868090351062,https://www.airbnb.com/rooms/837594868090351062,2025-06-20,city scrape,"Modern, bright, well connected",7848931,https://www.airbnb.com/users/show/7848931,Andrea,2013-07-31,"Berlin, Germany",within an hour,100%,96%,t,,2.0,14.0,"['email', 'phone']",t,t,"Berlin, Germany",Osloer Straße,Mitte,52.55204,13.39165,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Iron"", ""Cleaning products"", ""Fast wifi \u2013 52 Mbps"", ""Laundromat nearby"", ""Hot water"", ""Lock on bedroom door"", ""Freezer"", ""City skyline view"", ""Central heating"", ""Cooking basics"", ""Lockbox"", ""Outdoor furniture"", ""Elevator"", ""Baking sheet"", ""Self check-in"", ""Shower gel"", ""Paid parking lot off premises"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Bidet"", ""Smoking allowed"", ""Hangers"", ""Paid parking on premises"", ""Kitchen"", ""Microwave"", ""Drying rack for clothing"", ""Essentials"", ""Pets allowed"", ""Coffee"", ""Shared patio or balcony"", ""Extra pillows and blankets"", ""Hair dryer"", ""Dishwasher"", ""AEG induction stove"", ""Coffee maker"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Outdoor dining area"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Dishes and silverware""]",$58.00,2,15,2.0,1125.0,12,25,25,25,57,255,14790.0,4.82,4.67,4.79,4.75,2.16
9067,838076200350660127,https://www.airbnb.com/rooms/838076200350660127,2025-06-20,city scrape,Luxurious Designer Penthouse Loft @Kurfuerstendamm,26831109,https://www.airbnb.com/users/show/26831109,Oliver Alexander,2015-01-28,"Berlin, Germany",within an hour,100%,92%,t,,1.0,1.0,"['email', 'phone']",t,t,,Kurfürstendamm,Charlottenburg-Wilm.,52.501641186442306,13.313365015673195,Entire loft,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Iron"", ""Cleaning products"", ""Hot water"", ""Washer"", ""TV"", ""Freezer"", ""City skyline view"", ""Central heating"", ""Siemens induction stove"", ""Cooking basics"", ""Patio or balcony"", ""Elevator"", ""Bathtub"", ""Smoke alarm"", ""Refrigerator"", ""Fast wifi \u2013 357 Mbps"", ""Bed linens"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Essentials"", ""Coffee"", ""Host greets you"", ""Hair dryer"", ""Dishwasher"", ""Coffee maker"", ""Bosch stainless steel single oven"", ""Dining table"", ""Room-darkening shades"", ""Sonos Bluetooth sound system"", ""Dedicated workspace"", ""Blender"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Central air conditioning"", ""Dishes and silverware""]",$560.00,4,730,4.0,1125.0,29,59,89,360,29,126,70560.0,5.0,5.0,5.0,5.0,1.25
9071,838171092886616922,https://www.airbnb.com/rooms/838171092886616922,2025-06-21,previous scrape,"Cosy, Spacious, and Central",456124698,https://www.airbnb.com/users/show/456124698,Wilken,2022-04-26,"Berlin, Germany",within an hour,100%,69%,t,,5.0,6.0,"['email', 'phone']",t,t,"Berlin, Germany",Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,52.50669,13.46381,Entire rental unit,Entire home/apt,10,,2.5 baths,5.0,,"[""Iron"", ""Cleaning products"", ""Wifi"", ""Laundromat nearby"", ""Hot water"", ""Smart lock"", ""Central heating"", ""Cooking basics"", ""Self check-in"", ""Shower gel"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""Shampoo"", ""Long term stays allowed"", ""Single oven"", ""Hangers"", ""Fire extinguisher"", ""Radiant heating"", ""Free dryer \u2013 In unit"", ""Coffee maker: espresso machine"", ""43 inch HDTV"", ""Hot water kettle"", ""Cleaning available during stay"", ""Essentials"", ""Coffee"", ""Extra pillows and blankets"", ""Hair dryer"", ""Dishwasher"", ""Induction stove"", ""Room-darkening shades"", ""Toaster"", ""Clothing storage: dresser"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",,3,365,2.9,1125.0,9,19,32,272,92,255,,4.91,4.91,4.87,4.72,3.29
9074,838373400166842416,https://www.airbnb.com/rooms/838373400166842416,2025-06-20,city scrape,Modern and bright apartment,8142540,https://www.airbnb.com/users/show/8142540,Andrew,2013-08-13,"Boston, MA",within an hour,89%,91%,t,,1.0,1.0,"['email', 'phone', 'work_email']",t,t,,Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,52.51953,13.43792,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Outdoor playground"", ""Oven"", ""Hot water"", ""Washer"", ""TV"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Elevator"", ""Bathtub"", ""Shower gel"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Body soap"", ""Shampoo"", ""Hangers"", ""Clothing storage"", ""Drying rack for clothing"", ""Essentials"", ""Stove"", ""Conditioner"", ""Extra pillows and blankets"", ""Host greets you"", ""Hair dryer"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""Toaster"", ""Dedicated workspace"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$261.00,2,730,2.0,730.0,22,35,65,241,45,202,52722.0,4.91,4.62,4.73,4.64,1.68
9079,839029133467101684,https://www.airbnb.com/rooms/839029133467101684,2025-06-20,city scrape,1 room in Cute Berlin Castle with private park!,5873230,https://www.airbnb.com/users/show/5873230,Alexander,2013-04-11,"Berlin, Germany",within a few hours,100%,43%,t,,3.0,7.0,"['email', 'phone']",t,t,"Berlin, Germany",Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,52.488376413151904,13.384536217557898,Private room in castle,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Iron"", ""BBQ grill: gas"", ""Cleaning products"", ""Wifi"", ""Garden view"", ""Oven"", ""Laundromat nearby"", ""Hot water"", ""Washer"", ""Dryer"", ""TV"", ""Lock on bedroom door"", ""Freezer"", ""Shared backyard"", ""Central heating"", ""Cooking basics"", ""Outdoor furniture"", ""Free parking on premises"", ""Baking sheet"", ""Bathtub"", ""First aid kit"", ""Rice maker"", ""Smoke alarm"", ""Clothing storage: closet"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""Body soap"", ""Hammock"", ""Long term stays allowed"", ""Hangers"", ""Safe"", ""Fire extinguisher"", ""Microwave"", ""Coffee maker: espresso machine"", ""Portable fans"", ""Hot water kettle"", ""Cleaning available during stay"", ""Exterior security cameras on property"", ""Drying rack for clothing"", ""Essentials"", ""Books and reading material"", ""Board games"", ""Coffee"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Piano"", ""Hair dryer"", ""Host greets you"", ""Induction stove"", ""Dining table"", ""Toaster"", ""Dishwasher"", ""Blender"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$50.00,30,450,30.0,450.0,23,23,40,314,6,255,12750.0,5.0,5.0,5.0,4.83,0.23
9081,839069734231196810,https://www.airbnb.com/rooms/839069734231196810,2025-06-21,city scrape,"Studio ""smoking lady"" in the middle of everything",503688202,https://www.airbnb.com/users/show/503688202,Tori,2023-03-03,"Berlin, Germany",within an hour,100%,100%,t,,2.0,2.0,"['email', 'phone']",t,t,,Alexanderplatz,Mitte,52.52672888324063,13.416315648315368,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Iron"", ""Cleaning products"", ""Laundromat nearby"", ""Hot water"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""AEG stainless steel electric stove"", ""Fast wifi \u2013 92 Mbps"", ""Elevator"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""Crib"", ""Body soap"", ""Shampoo"", ""Long term stays allowed"", ""Smoking allowed"", ""Hangers"", ""Microwave"", ""Portable fans"", ""Hot water kettle"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Essentials"", ""Pets allowed"", ""Coffee"", ""Courtyard view"", ""Conditioner"", ""Host greets you"", ""Hair dryer"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Kitchen"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",$93.00,1,365,1.0,1125.0,22,46,73,256,168,255,23715.0,4.87,4.9,4.92,4.75,6.02
9082,839732093095450130,https://www.airbnb.com/rooms/839732093095450130,2025-06-20,city scrape,Kleine Oase im Herzen Berlins,3863329,https://www.airbnb.com/users/show/3863329,Thomas,2012-10-14,"Frankfurt, Germany",within an hour,100%,87%,t,,1.0,1.0,"['email', 'phone']",t,t,,Schöneberg-Süd,Tempelhof - Schöneberg,52.4876113,13.363564,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Cleaning products"", ""Wifi"", ""Hot water"", ""Washer"", ""TV"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Baking sheet"", ""Shower gel"", ""Smoke alarm"", ""Bed linens"", ""Body soap"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Clothing storage"", ""Books and reading material"", ""Stove"", ""Host greets you"", ""Hair dryer"", ""Dishwasher"", ""Dining table"", ""Room-darkening shades"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware""]",$99.00,4,21,4.0,21.0,3,12,29,264,25,113,11187.0,4.88,4.92,4.88,4.68,0.92
9083,839779977613823745,https://www.airbnb.com/rooms/839779977613823745,2025-06-21,previous scrape,Cozy room in the heart of Berlin,17995172,https://www.airbnb.com/users/show/17995172,Marietta,2014-07-12,"Berlin, Germany",within a day,80%,52%,t,,1.0,1.0,"['email', 'phone']",t,t,,nördliche Luisenstadt,Friedrichshain-Kreuzberg,52.50129113537486,13.42074687704353,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Wifi"", ""Hot water"", ""Washer"", ""TV"", ""Central heating"", ""Shower gel"", ""First aid kit"", ""Smoke alarm"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Hangers"", ""Drying rack for clothing"", ""Essentials"", ""Books and reading material"", ""Extra pillows and blankets"", ""Host greets you"", ""Hair dryer"", ""Room-darkening shades"", ""Dedicated workspace""]",,1,21,4.0,21.0,6,6,6,6,69,255,,4.96,4.94,4.9,4.88,2.48
